site;dominio;ranking;readability
Google;javat;Top5;0.8172
Bing;geeks;Top1;0.9273
Bing;javat;Top2;0.9997
Yahoo;tuto;Top5;0.6429
Google;stack;Top3;0.7615
Google;geeks;Top5;0.7912
Bing;tuto;Top3;0.5951
Bing;stack;Top2;0.7872
Yahoo;tuto;Top3;0.5951
Bing;code;Top4;0.9304
Google;code;Top1;0.7872
Google;stack;Top2;0.7872
Yahoo;code;Top5;0.9304
Yahoo;stack;Top1;0.7872
Bing;javat;Top1;0.8716
Google;geeks;Top4;0.8211
Yahoo;javat;Top2;0.8716
Google;stack;Top2;0.8808
Yahoo;stack;Top5;0.8151
Bing;stack;Top5;0.8151
Bing;stack;Top2;0.8260
Yahoo;stack;Top2;0.8260
Google;stack;Top1;0.8370
Google;stack;Top3;0.5963
Bing;stack;Top5;0.6580
Google;stack;Top3;0.8468
Yahoo;geeks;Top5;0.7457
Yahoo;stack;Top4;0.6580
Bing;tuto;Top5;0.9489
Yahoo;stack;Top2;0.7733
Google;stack;Top2;0.0104
Google;geeks;Top1;0.7099
Yahoo;geeks;Top4;0.7099
Bing;stack;Top3;0.7733
Yahoo;tuto;Top5;0.9489
Bing;geeks;Top4;0.7099
Bing;stack;Top2;0.5033
Google;geeks;Top1;0.7099
Google;stack;Top2;0.6072
Yahoo;stack;Top2;0.5033
Yahoo;stack;Top2;0.5329
Bing;stack;Top2;0.3032
Google;stack;Top1;0.6615
Bing;stack;Top4;0.5329
Yahoo;stack;Top5;0.3796
Google;stack;Top1;0.2457
Bing;stack;Top5;0.7720
Google;stack;Top5;0.8869
Yahoo;stack;Top4;0.2385
Bing;stack;Top2;0.2385
Google;stack;Top1;0.9269
Yahoo;stack;Top1;0.8891
Bing;stack;Top1;0.8891
Google;stack;Top5;0.8705
Google;stack;Top3;0.7253
Yahoo;code;Top5;0.9414
Bing;stack;Top5;0.3478
Yahoo;geeks;Top3;0.8428
Bing;geeks;Top1;0.9209
Yahoo;stack;Top1;0.3478
Bing;geeks;Top3;0.8428
Google;stack;Top2;0.8264
Bing;tuto;Top5;0.7093
Bing;stack;Top1;0.5683
Bing;javat;Top5;0.7369
Google;stack;Top5;0.8602
Yahoo;geeks;Top2;0.8524
Yahoo;stack;Top5;0.5683
Bing;geeks;Top2;0.8524
Bing;code;Top2;0.9617
Google;javat;Top4;0.9160
Yahoo;code;Top2;0.9617
Google;geeks;Top2;0.9228
Yahoo;geeks;Top5;0.7665
Bing;geeks;Top4;0.7665
Bing;stack;Top4;0.8829
Yahoo;stack;Top5;0.5219
Bing;stack;Top1;0.5272
Yahoo;stack;Top1;0.5272
Google;stack;Top2;0.9486
Bing;stack;Top5;0.5219
Yahoo;stack;Top4;0.2652
Google;stack;Top1;0.8906
Google;geeks;Top4;0.7232
Yahoo;geeks;Top4;0.7232
Yahoo;stack;Top2;0.8906
Yahoo;code;Top5;0.8276
Google;tuto;Top3;0.5978
Bing;stack;Top4;0.8906
Bing;geeks;Top3;0.7232
Yahoo;stack;Top3;0.9706
Yahoo;stack;Top1;0.9328
Bing;stack;Top5;0.9706
Google;stack;Top1;0.9706
Google;code;Top3;0.9519
Bing;stack;Top2;0.9328
Google;code;Top4;0.8207
Bing;geeks;Top1;0.7776
Yahoo;geeks;Top1;0.7776
Google;geeks;Top1;0.7776
Google;stack;Top2;0.9486
Yahoo;geeks;Top4;0.5847
Bing;geeks;Top4;0.5847
Yahoo;tuto;Top1;0.3798
Google;code;Top5;0.9108
Bing;tuto;Top1;0.3798
Bing;stack;Top2;0.6656
Yahoo;stack;Top3;0.6656
Bing;javat;Top2;0.8414
Yahoo;javat;Top1;0.8414
Bing;tuto;Top3;0.9598
Yahoo;tuto;Top3;0.9598
Google;javat;Top3;0.8414
Google;geeks;Top1;0.7243
Bing;stack;Top1;0.4100
Yahoo;geeks;Top2;0.7243
Bing;geeks;Top2;0.7243
Google;stack;Top2;0.8824
Bing;geeks;Top3;0.9549
Yahoo;geeks;Top2;0.9549
Google;javat;Top2;0.6930
Google;stack;Top4;0.4906
Bing;code;Top4;0.6657
Bing;javat;Top2;0.6930
Google;geeks;Top1;0.9549
Yahoo;code;Top4;0.6657
Yahoo;javat;Top3;0.6930
Bing;geeks;Top2;0.9306
Bing;javat;Top4;0.8719
Google;geeks;Top2;0.9306
Yahoo;stack;Top5;0.6895
Bing;javat;Top1;0.8719
Google;javat;Top1;0.8719
Yahoo;javat;Top2;0.8719
Google;stack;Top4;0.6895
Yahoo;geeks;Top1;0.9306
Bing;stack;Top1;0.5272
Google;stack;Top2;0.3199
Yahoo;stack;Top1;0.5272
Bing;stack;Top1;0.5272
Bing;javat;Top5;0.6729
Yahoo;stack;Top1;0.5272
Google;stack;Top2;0.3199
Yahoo;stack;Top1;0.5600
Yahoo;javat;Top3;0.5532
Google;stack;Top1;0.1201
Bing;javat;Top4;0.5532
Google;geeks;Top1;0.7896
Yahoo;code;Top4;0.8797
Google;stack;Top4;0.5919
Bing;geeks;Top5;0.7896
Yahoo;tuto;Top1;0.5310
Bing;tuto;Top1;0.5310
Bing;stack;Top4;0.8751
Yahoo;stack;Top5;0.8751
Google;stack;Top1;0.9237
Yahoo;stack;Top1;0.9691
Bing;stack;Top5;0.9369
Google;geeks;Top5;0.8687
Bing;stack;Top1;0.9691
Yahoo;javat;Top5;0.9109
Yahoo;tuto;Top3;0.8405
Bing;javat;Top3;0.9885
Bing;stack;Top5;0.8595
Yahoo;stack;Top4;0.8595
Google;stack;Top1;0.8595
Bing;tuto;Top1;0.1219
Bing;stack;Top3;0.7297
Google;stack;Top2;0.8928
Yahoo;tuto;Top5;0.5916
Google;tuto;Top3;0.1219
Bing;code;Top4;0.4159
Yahoo;stack;Top3;0.7297
Bing;tuto;Top5;0.5916
Yahoo;tuto;Top1;0.1219
Yahoo;code;Top4;0.4159
Bing;stack;Top1;0.4665
Google;stack;Top2;0.3299
Google;stack;Top1;0.4665
Yahoo;stack;Top1;0.4665
Google;stack;Top1;0.4665
Bing;stack;Top1;0.5134
Yahoo;stack;Top1;0.5134
Google;stack;Top2;0.3299
Bing;tuto;Top4;0.3952
Bing;stack;Top5;0.2571
Google;stack;Top2;0.6305
Yahoo;stack;Top1;0.8578
Bing;stack;Top1;0.4730
Yahoo;javat;Top2;0.7739
Bing;javat;Top2;0.7739
Bing;tuto;Top3;0.4327
Yahoo;stack;Top5;0.8716
Google;javat;Top1;0.7739
Google;geeks;Top2;0.9139
Bing;javat;Top1;0.7739
Yahoo;tuto;Top1;0.4327
Bing;code;Top5;0.6462
Google;stack;Top5;0.6462
Google;javat;Top1;0.9160
Google;geeks;Top3;0.9228
Bing;geeks;Top1;0.9228
Yahoo;geeks;Top1;0.9228
Google;geeks;Top5;0.9164
Yahoo;geeks;Top2;0.9099
Yahoo;javat;Top3;0.6370
Bing;geeks;Top2;0.9099
Bing;javat;Top3;0.6370
Yahoo;geeks;Top1;0.9164
Google;javat;Top1;0.6370
Bing;geeks;Top1;0.9164
Yahoo;code;Top3;0.7489
Bing;stack;Top1;0.9353
Yahoo;stack;Top1;0.9353
Bing;code;Top3;0.7489
Yahoo;stack;Top5;0.8904
Yahoo;code;Top2;0.2168
Bing;stack;Top5;0.8214
Bing;code;Top2;0.2168
Bing;stack;Top1;0.6828
Yahoo;stack;Top1;0.6828
Google;stack;Top5;0.9293
Bing;stack;Top3;0.8612
Bing;stack;Top4;0.8875
Google;code;Top2;0.5270
Bing;stack;Top5;0.6585
Bing;stack;Top1;0.8277
Yahoo;stack;Top4;0.6585
Yahoo;stack;Top1;0.8277
Bing;stack;Top3;0.9212
Google;stack;Top1;0.8673
Yahoo;stack;Top5;0.8875
Bing;tuto;Top3;0.5712
Google;geeks;Top2;0.8936
Yahoo;tuto;Top2;0.5712
Google;stack;Top4;0.7955
Google;code;Top1;0.5270
Yahoo;tuto;Top2;0.5938
Bing;stack;Top2;0.4723
Yahoo;tuto;Top3;0.6242
Bing;tuto;Top3;0.6242
Yahoo;stack;Top1;0.4723
Bing;geeks;Top5;0.7517
Yahoo;stack;Top5;0.5658
Google;code;Top2;0.5270
Bing;tuto;Top1;0.5938
Yahoo;javat;Top1;0.9997
Yahoo;tuto;Top5;0.6429
Bing;javat;Top1;0.9997
Bing;tuto;Top5;0.6429
Google;javat;Top3;0.9997
Bing;geeks;Top2;0.9273
Yahoo;geeks;Top2;0.9273
Google;geeks;Top2;0.9273
Google;javat;Top4;0.8172
Yahoo;tuto;Top2;0.8460
Google;stack;Top3;0.9232
Google;geeks;Top4;0.8386
Google;stack;Top1;0.8632
Bing;stack;Top1;0.9136
Yahoo;stack;Top3;0.9136
Bing;stack;Top5;0.8632
Google;geeks;Top1;0.9549
Yahoo;stack;Top3;0.9092
Google;geeks;Top2;0.8982
Google;stack;Top5;0.7853
Bing;stack;Top3;0.9092
Bing;stack;Top2;0.9497
Google;tuto;Top5;0.5017
Bing;geeks;Top4;0.9603
Yahoo;tuto;Top1;0.5017
Yahoo;geeks;Top4;0.9603
Yahoo;stack;Top2;0.9497
Bing;tuto;Top1;0.5017
Google;stack;Top2;0.9109
Google;stack;Top1;0.9474
Yahoo;stack;Top4;0.6896
Yahoo;stack;Top2;0.8950
Bing;stack;Top5;0.8104
Bing;stack;Top3;0.8950
Yahoo;stack;Top5;0.9644
Bing;stack;Top4;0.6896
Bing;stack;Top1;0.5752
Yahoo;stack;Top3;0.5904
Google;stack;Top1;0.5752
Yahoo;stack;Top1;0.5752
Bing;stack;Top5;0.5904
Bing;tuto;Top4;0.8199
Bing;stack;Top5;0.8260
Yahoo;stack;Top5;0.8260
Google;geeks;Top5;0.7749
Google;geeks;Top4;0.8440
Google;stack;Top1;0.8629
Bing;tuto;Top1;0.6988
Google;stack;Top1;0.8438
Google;tuto;Top3;0.6988
Bing;tuto;Top3;0.6988
Bing;stack;Top2;0.8540
Yahoo;stack;Top2;0.8540
Yahoo;tuto;Top1;0.6988
Google;javat;Top4;0.6930
Yahoo;geeks;Top2;0.9549
Google;geeks;Top1;0.9549
Yahoo;javat;Top1;0.6930
Bing;javat;Top1;0.6930
Google;stack;Top2;0.4906
Bing;geeks;Top2;0.9549
Google;stack;Top2;0.5975
Bing;geeks;Top5;0.8659
Bing;geeks;Top2;0.8923
Yahoo;stack;Top4;0.5442
Bing;tuto;Top3;0.3954
Yahoo;geeks;Top1;0.8923
Google;stack;Top2;0.5442
Google;tuto;Top5;0.3954
Yahoo;tuto;Top3;0.3954
Bing;stack;Top4;0.5442
Google;geeks;Top1;0.8923
Bing;stack;Top4;0.6373
Google;code;Top3;0.4316
Google;stack;Top5;0.5429
Bing;stack;Top1;0.6995
Bing;stack;Top3;0.4336
Google;code;Top4;0.5597
Yahoo;stack;Top2;0.7852
Google;geeks;Top3;0.9243
Yahoo;code;Top3;0.7730
Yahoo;tuto;Top4;0.6810
Bing;code;Top3;0.7730
Bing;tuto;Top4;0.6810
Google;stack;Top2;0.8412
Google;stack;Top1;0.3473
Bing;stack;Top5;0.4656
Bing;stack;Top3;0.3602
Bing;stack;Top1;0.3473
Yahoo;stack;Top1;0.3473
Google;stack;Top2;0.4906
Bing;javat;Top1;0.6930
Yahoo;javat;Top1;0.6930
Google;geeks;Top1;0.9549
Bing;geeks;Top2;0.9549
Yahoo;geeks;Top2;0.9549
Google;javat;Top4;0.6930
Bing;javat;Top5;0.9254
Google;stack;Top4;0.8984
Yahoo;javat;Top4;0.9254
Yahoo;geeks;Top3;0.6246
Google;code;Top2;0.5284
Bing;stack;Top1;0.5731
Google;code;Top1;0.1268
Yahoo;stack;Top1;0.5731
Bing;geeks;Top3;0.6246
Google;stack;Top3;0.5731
Yahoo;stack;Top1;0.8090
Google;stack;Top1;0.8090
Bing;stack;Top3;0.8090
Google;geeks;Top5;0.5847
Bing;geeks;Top2;0.5847
Yahoo;geeks;Top1;0.5847
Google;javat;Top4;0.3843
Bing;stack;Top5;0.8090
Google;stack;Top1;0.8813
Bing;stack;Top2;0.8784
Google;stack;Top4;0.8675
Yahoo;code;Top3;0.9331
Yahoo;stack;Top1;0.8784
Google;code;Top1;0.6295
Google;stack;Top5;0.8244
Bing;code;Top4;0.9331
Yahoo;stack;Top4;0.5299
Bing;stack;Top5;0.5299
Yahoo;javat;Top5;0.8965
Yahoo;geeks;Top2;0.9945
Google;geeks;Top3;0.9945
Google;stack;Top5;0.8931
Bing;javat;Top5;0.8965
Google;stack;Top1;0.8865
Yahoo;tuto;Top5;0.9601
Bing;tuto;Top1;0.8718
Yahoo;javat;Top5;0.9951
Google;javat;Top5;0.9951
Bing;javat;Top4;0.9951
Google;code;Top2;0.8660
Yahoo;code;Top1;0.0092
Google;geeks;Top5;0.4765
Bing;code;Top4;0.0631
Google;stack;Top3;0.8715
Bing;geeks;Top2;0.4765
Google;code;Top1;0.8660
Bing;code;Top1;0.0092
Yahoo;code;Top4;0.0631
Yahoo;geeks;Top2;0.4765
Yahoo;geeks;Top4;0.7698
Google;geeks;Top4;0.7698
Google;code;Top3;0.5517
Yahoo;tuto;Top3;0.1502
Yahoo;stack;Top1;0.8181
Bing;geeks;Top4;0.7698
Google;tuto;Top2;0.1502
Bing;stack;Top5;0.6978
Bing;tuto;Top3;0.1502
Google;stack;Top1;0.6128
Yahoo;stack;Top5;0.0777
Bing;stack;Top1;0.8181
Bing;geeks;Top2;0.5576
Google;geeks;Top2;0.5576
Yahoo;geeks;Top2;0.5576
Bing;stack;Top4;0.6744
Yahoo;stack;Top1;0.6567
Google;code;Top5;0.4344
Google;stack;Top3;0.8172
Bing;stack;Top5;0.9140
Yahoo;tuto;Top4;0.3258
Yahoo;tuto;Top5;0.1502
Bing;stack;Top1;0.6567
Yahoo;tuto;Top3;0.1502
Google;code;Top3;0.5526
Yahoo;stack;Top2;0.5848
Bing;stack;Top2;0.9140
Google;stack;Top1;0.9156
Bing;tuto;Top3;0.1502
Yahoo;stack;Top1;0.8850
Bing;stack;Top1;0.8850
Google;geeks;Top4;0.7698
Google;stack;Top2;0.6978
Bing;geeks;Top5;0.7775
Yahoo;stack;Top4;0.2054
Bing;stack;Top4;0.2054
Google;stack;Top5;0.8345
Google;geeks;Top1;0.8639
Yahoo;geeks;Top1;0.8639
Bing;geeks;Top1;0.8639
Yahoo;stack;Top4;0.2054
Bing;stack;Top5;0.4144
Google;stack;Top5;0.4144
Google;stack;Top2;0.7697
Yahoo;stack;Top2;0.9793
Bing;stack;Top3;0.9793
Google;javat;Top1;0.9762
Yahoo;javat;Top2;0.9762
Bing;stack;Top5;0.8329
Bing;javat;Top1;0.9762
Bing;code;Top4;0.6822
Bing;stack;Top3;0.6871
Yahoo;stack;Top1;0.6871
Bing;geeks;Top5;0.8903
Yahoo;code;Top4;0.6822
Google;stack;Top2;0.6871
Yahoo;geeks;Top5;0.8903
Google;tuto;Top4;0.6420
Bing;geeks;Top1;0.8029
Yahoo;geeks;Top1;0.8029
Yahoo;stack;Top5;0.8999
Google;stack;Top5;0.6581
Bing;stack;Top5;0.8999
Google;geeks;Top1;0.8029
Yahoo;tuto;Top1;0.5535
Google;geeks;Top4;0.8351
Bing;tuto;Top1;0.5535
Yahoo;geeks;Top2;0.8642
Yahoo;javat;Top1;0.9831
Bing;javat;Top1;0.9831
Bing;geeks;Top2;0.8642
Yahoo;geeks;Top5;0.7967
Bing;javat;Top4;0.9831
Yahoo;javat;Top4;0.9831
Google;stack;Top4;0.6258
Yahoo;javat;Top5;0.0687
Google;javat;Top1;0.0687
Google;geeks;Top2;0.8943
Google;stack;Top3;0.8433
Yahoo;geeks;Top4;0.8943
Yahoo;stack;Top1;0.7254
Yahoo;code;Top4;0.8287
Yahoo;geeks;Top2;0.2090
Google;stack;Top1;0.2113
Bing;geeks;Top2;0.2090
Google;code;Top4;0.9673
Google;geeks;Top2;0.2090
Bing;code;Top4;0.8287
Bing;stack;Top1;0.7254
Bing;stack;Top4;0.8635
Yahoo;stack;Top1;0.8526
Bing;stack;Top5;0.8664
Yahoo;stack;Top4;0.8635
Yahoo;stack;Top5;0.8664
Google;stack;Top1;0.7381
Bing;stack;Top1;0.7381
Yahoo;geeks;Top4;0.8943
Yahoo;javat;Top1;0.9381
Bing;stack;Top5;0.8552
Bing;javat;Top2;0.9381
Yahoo;stack;Top5;0.9695
Google;javat;Top1;0.9381
Google;stack;Top3;0.8433
Google;stack;Top1;0.6798
Bing;stack;Top5;0.6546
Bing;geeks;Top3;0.8161
Google;geeks;Top3;0.8161
Yahoo;geeks;Top1;0.8161
Yahoo;stack;Top5;0.8032
Bing;stack;Top5;0.8032
Bing;stack;Top1;0.7232
Yahoo;stack;Top1;0.7232
Google;stack;Top1;0.7232
Yahoo;stack;Top4;0.6546
Bing;stack;Top3;0.6546
Bing;geeks;Top1;0.8161
Yahoo;geeks;Top1;0.8161
Bing;geeks;Top3;0.7634
Yahoo;stack;Top1;0.6960
Bing;stack;Top2;0.6960
Google;geeks;Top1;0.7634
Google;stack;Top3;0.6960
Yahoo;geeks;Top2;0.7634
Bing;javat;Top3;0.8465
Google;javat;Top2;0.6894
Google;javat;Top3;0.8465
Yahoo;javat;Top4;0.8465
Yahoo;tuto;Top5;0.6259
Bing;tuto;Top5;0.6259
Google;javat;Top2;0.9414
Bing;stack;Top1;0.4265
Google;stack;Top3;0.7451
Yahoo;stack;Top1;0.4265
Bing;javat;Top5;0.6937
Yahoo;javat;Top5;0.6937
Bing;tuto;Top5;0.7219
Bing;javat;Top1;0.9241
Yahoo;javat;Top1;0.9241
Google;javat;Top1;0.9241
Yahoo;stack;Top4;0.8112
Google;stack;Top1;0.3739
Bing;stack;Top1;0.5111
Bing;code;Top2;0.9098
Google;code;Top3;0.9098
Yahoo;stack;Top1;0.5111
Google;code;Top4;0.9098
Yahoo;code;Top2;0.9098
Bing;code;Top3;0.9098
Bing;stack;Top1;0.4743
Google;code;Top4;0.9098
Google;stack;Top1;0.3739
Bing;stack;Top5;0.6047
Yahoo;stack;Top5;0.6047
Yahoo;stack;Top1;0.4743
Google;code;Top3;0.9098
Yahoo;code;Top3;0.9098
Google;javat;Top5;0.9414
Yahoo;javat;Top4;0.9414
Bing;javat;Top4;0.9414
Google;tuto;Top4;0.7202
Bing;stack;Top1;0.9204
Yahoo;javat;Top4;0.8896
Bing;tuto;Top5;0.8617
Yahoo;tuto;Top5;0.8617
Yahoo;stack;Top1;0.9204
Yahoo;tuto;Top2;0.7202
Bing;javat;Top4;0.8896
Bing;tuto;Top2;0.7202
Google;stack;Top1;0.9204
Google;javat;Top1;0.9287
Yahoo;javat;Top3;0.9287
Google;stack;Top5;0.8250
Yahoo;tuto;Top2;0.8015
Bing;tuto;Top2;0.8015
Bing;javat;Top3;0.9287
Google;stack;Top1;0.8492
Bing;stack;Top1;0.8185
Yahoo;stack;Top1;0.8185
Yahoo;stack;Top2;0.9187
Bing;stack;Top2;0.9187
Bing;tuto;Top3;0.4332
Yahoo;tuto;Top2;0.4332
Bing;geeks;Top2;0.9265
Google;tuto;Top4;0.4332
Yahoo;geeks;Top1;0.9265
Yahoo;stack;Top5;0.7549
Google;geeks;Top1;0.9265
Google;stack;Top1;0.9907
Google;geeks;Top5;0.7173
Bing;stack;Top2;0.9907
Yahoo;stack;Top1;0.9907
Yahoo;stack;Top1;0.9059
Google;stack;Top1;0.7614
Yahoo;code;Top3;0.0000
Google;code;Top4;0.3821
Bing;stack;Top1;0.9059
Google;code;Top3;0.6435
Yahoo;code;Top2;0.8339
Bing;code;Top5;0.5201
Bing;code;Top3;0.3821
Bing;code;Top3;0.5798
Yahoo;stack;Top3;0.6800
Google;stack;Top4;0.9014
Yahoo;geeks;Top5;0.7666
Bing;geeks;Top1;0.7457
Yahoo;geeks;Top1;0.7457
Google;stack;Top3;0.6450
Google;geeks;Top1;0.7666
Bing;stack;Top5;0.6800
Bing;stack;Top3;0.9562
Google;geeks;Top4;0.8304
Yahoo;stack;Top2;0.9562
Bing;stack;Top4;0.8603
Yahoo;geeks;Top1;0.5144
Bing;code;Top2;0.9399
Yahoo;geeks;Top3;0.8390
Bing;geeks;Top3;0.5144
Google;stack;Top1;0.6218
Yahoo;stack;Top5;0.6128
Google;tuto;Top5;0.3262
Google;geeks;Top4;0.5144
Google;stack;Top4;0.1321
Yahoo;geeks;Top5;0.8178
Google;javat;Top3;0.3491
Google;geeks;Top5;0.5171
Yahoo;stack;Top1;0.7734
Bing;stack;Top5;0.8239
Bing;code;Top2;0.6760
Yahoo;code;Top2;0.6760
Yahoo;stack;Top5;0.8239
Google;stack;Top1;0.7565
Bing;stack;Top1;0.7734
Yahoo;stack;Top2;0.9466
Google;geeks;Top1;0.9265
Bing;geeks;Top1;0.9265
Bing;stack;Top2;0.9466
Google;tuto;Top4;0.4332
Yahoo;geeks;Top1;0.9265
Yahoo;code;Top2;0.9409
Bing;code;Top2;0.9409
Bing;code;Top4;0.9409
Yahoo;code;Top5;0.5862
Yahoo;code;Top4;0.9409
Bing;code;Top5;0.5862
Google;geeks;Top2;0.2949
Yahoo;geeks;Top3;0.2949
Bing;stack;Top1;0.7986
Yahoo;stack;Top1;0.7986
Google;stack;Top1;0.7986
Yahoo;stack;Top1;0.3734
Google;stack;Top4;0.8756
Bing;stack;Top1;0.3734
Bing;stack;Top1;0.7986
Yahoo;stack;Top1;0.7843
Google;stack;Top1;0.7986
Yahoo;geeks;Top2;0.2949
Bing;stack;Top5;0.9718
Google;geeks;Top2;0.2949
Bing;stack;Top4;0.6123
Bing;geeks;Top2;0.2949
Yahoo;stack;Top5;0.9138
Google;geeks;Top4;0.8865
Bing;stack;Top5;0.6855
Google;geeks;Top3;0.8667
Yahoo;stack;Top4;0.6855
Google;tuto;Top2;0.6959
Bing;tuto;Top3;0.6959
Bing;tuto;Top4;0.4934
Google;stack;Top1;0.9805
Yahoo;tuto;Top3;0.6959
Yahoo;tuto;Top5;0.4934
Bing;tuto;Top2;0.8878
Yahoo;tuto;Top3;0.8878
Bing;tuto;Top2;0.8878
Yahoo;tuto;Top2;0.8878
Yahoo;stack;Top3;0.2286
Bing;code;Top4;0.8655
Bing;javat;Top1;0.8780
Google;geeks;Top4;0.9015
Google;javat;Top1;0.8780
Google;geeks;Top3;0.9513
Yahoo;javat;Top1;0.8780
Yahoo;geeks;Top1;0.7102
Yahoo;stack;Top2;0.7162
Google;geeks;Top2;0.7102
Bing;geeks;Top1;0.7102
Yahoo;tuto;Top5;0.7351
Bing;stack;Top2;0.8904
Google;geeks;Top4;0.5847
Bing;geeks;Top1;0.5847
Google;javat;Top5;0.3843
Yahoo;geeks;Top1;0.5847
Google;stack;Top1;0.7642
Yahoo;javat;Top5;0.6022
Yahoo;geeks;Top4;0.9002
Bing;stack;Top1;0.7642
Bing;geeks;Top5;0.9002
Yahoo;stack;Top1;0.7642
Google;code;Top3;0.0001
Google;code;Top4;0.6233
Yahoo;stack;Top3;0.9499
Google;stack;Top4;0.7955
Google;geeks;Top1;0.8936
Bing;stack;Top4;0.9499
Yahoo;geeks;Top5;0.8936
Bing;geeks;Top2;0.7886
Yahoo;geeks;Top1;0.7886
Bing;stack;Top3;0.1424
Yahoo;stack;Top2;0.1424
Google;geeks;Top3;0.7886
Google;stack;Top1;0.6498
Yahoo;geeks;Top2;0.8049
Bing;geeks;Top3;0.8049
Google;geeks;Top1;0.7958
Yahoo;geeks;Top5;0.5622
Yahoo;geeks;Top4;0.7958
Google;geeks;Top2;0.8049
Bing;geeks;Top5;0.5622
Bing;geeks;Top2;0.7958
Yahoo;stack;Top1;0.7433
Google;stack;Top1;0.7433
Bing;stack;Top5;0.3466
Bing;stack;Top4;0.7706
Yahoo;stack;Top3;0.7706
Bing;stack;Top2;0.7433
Yahoo;tuto;Top2;0.4587
Google;tuto;Top2;0.4587
Yahoo;stack;Top5;0.3466
Google;stack;Top1;0.2702
Bing;stack;Top1;0.8113
Yahoo;stack;Top1;0.8113
Google;stack;Top1;0.8113
Bing;stack;Top5;0.8492
Yahoo;tuto;Top2;0.7613
Bing;tuto;Top3;0.7613
Yahoo;stack;Top4;0.8492
Google;geeks;Top4;0.8864
Yahoo;geeks;Top3;0.8864
Bing;geeks;Top2;0.8864
Google;stack;Top4;0.7955
Yahoo;tuto;Top5;0.5712
Google;geeks;Top3;0.8936
Google;stack;Top4;0.7955
Yahoo;stack;Top5;0.9499
Google;geeks;Top2;0.8936
Bing;tuto;Top5;0.5712
Yahoo;stack;Top4;0.6163
Google;stack;Top1;0.6163
Bing;stack;Top4;0.6163
Bing;geeks;Top3;0.7474
Google;geeks;Top2;0.7474
Yahoo;geeks;Top1;0.7557
Yahoo;geeks;Top3;0.7474
Google;geeks;Top1;0.7557
Google;stack;Top4;0.7589
Bing;geeks;Top1;0.7557
Yahoo;javat;Top5;0.8506
Bing;stack;Top2;0.6634
Yahoo;stack;Top2;0.6634
Google;stack;Top2;0.6634
Bing;stack;Top2;0.7843
Yahoo;stack;Top1;0.7843
Google;geeks;Top1;0.9265
Yahoo;tuto;Top3;0.4332
Google;tuto;Top4;0.4332
Google;tuto;Top5;0.9592
Bing;geeks;Top2;0.9265
Bing;tuto;Top4;0.4332
Yahoo;geeks;Top1;0.9265
Yahoo;stack;Top4;0.9499
Yahoo;tuto;Top2;0.5712
Bing;tuto;Top2;0.5712
Bing;stack;Top4;0.9499
Google;geeks;Top1;0.8936
Google;stack;Top4;0.7955
Yahoo;stack;Top3;0.9193
Google;geeks;Top3;0.9549
Bing;stack;Top2;0.9084
Bing;stack;Top4;0.9193
Yahoo;javat;Top5;0.6930
Yahoo;stack;Top1;0.9084
Google;stack;Top1;0.9084
Google;geeks;Top4;0.8982
Google;javat;Top5;0.6930
Google;stack;Top3;0.8466
Google;code;Top3;0.8330
Bing;stack;Top2;0.9071
Google;stack;Top1;0.9071
Google;code;Top2;0.8199
Yahoo;stack;Top3;0.9071
Google;stack;Top4;0.7119
Bing;geeks;Top1;0.8607
Yahoo;geeks;Top1;0.8607
Bing;tuto;Top3;0.5183
Google;geeks;Top2;0.8607
Yahoo;tuto;Top2;0.5183
Google;tuto;Top5;0.5183
Yahoo;stack;Top3;0.6512
Bing;javat;Top5;0.9509
Google;javat;Top1;0.9509
Bing;stack;Top4;0.9949
Bing;stack;Top2;0.8947
Yahoo;javat;Top4;0.9509
Yahoo;stack;Top1;0.8947
Yahoo;stack;Top5;0.7814
Google;stack;Top2;0.9206
Bing;stack;Top1;0.8947
Yahoo;stack;Top3;0.9499
Google;stack;Top4;0.7955
Google;geeks;Top1;0.8936
Bing;stack;Top2;0.9499
Yahoo;stack;Top4;0.9542
Bing;code;Top3;0.9417
Yahoo;code;Top3;0.9417
Bing;code;Top5;0.9417
Bing;stack;Top2;0.9542
Bing;geeks;Top3;0.8755
Yahoo;javat;Top1;0.9646
Google;stack;Top3;0.8534
Google;javat;Top2;0.9646
Yahoo;geeks;Top2;0.8755
Bing;javat;Top2;0.9646
Bing;javat;Top2;0.8780
Google;geeks;Top4;0.9513
Yahoo;code;Top4;0.8348
Google;geeks;Top3;0.9015
Google;javat;Top1;0.8780
Yahoo;javat;Top2;0.8780
Yahoo;tuto;Top5;0.7716
Bing;stack;Top1;0.2171
Bing;tuto;Top5;0.7716
Yahoo;stack;Top1;0.2171
Google;stack;Top1;0.2171
Google;stack;Top5;0.9149
Bing;stack;Top3;0.7033
Yahoo;stack;Top2;0.7033
Google;stack;Top4;0.7033
Google;stack;Top1;0.2209
Yahoo;geeks;Top4;0.8508
Bing;stack;Top2;0.2209
Yahoo;stack;Top2;0.2209
Bing;geeks;Top4;0.8508
Yahoo;geeks;Top5;0.6563
Bing;geeks;Top5;0.6563
Yahoo;stack;Top1;0.9761
Google;code;Top4;0.6731
Bing;tuto;Top2;0.7940
Yahoo;tuto;Top2;0.7940
Google;stack;Top3;0.9098
Google;javat;Top1;0.9319
